"","year","member","country","turnout1","turnout2","turnout3","pfamily","party","pname","initials","vote","result","source","seats","seatsum","group"
"18",2004,1995,11,6827870,2584464,37.8516872758269,4,11420,"SWE: FP Liberals                                  ","FP          ",9.9,1,3,2,19,41
"19",2004,1995,11,6827870,2584464,37.8516872758269,5,11520,"SWE: KdS Christian Democrats                      ","KD          ",5.7,1,3,1,19,10
"20",2004,1995,11,6827870,2584464,37.8516872758269,6,11620,"SWE: MSP Conservatives                            ","M           ",18.2,1,3,4,19,10
"21",2004,1995,11,6827870,2584464,37.8516872758269,8,11810,"SWE: Center Party                                 ","CP          ",6.3,1,3,1,19,41
"22",2004,1995,11,6827870,2584464,37.8516872758269,95,11952,"SWE: Junilistan                                   ","Junilistan  ",14.5,1,3,3,19,60
"23",1979,1979,13,3725235,1781504,47.8225937424082,3,13210,"DEN: VS Left Socialists                           ","VS          ",3.5,1,1,0,16,999
"24",1979,1979,13,3725235,1781504,47.8225937424082,2,13230,"DEN: SF Socialist Peoples Party                   ","SF          ",4.7,1,1,1,16,51
"25",1979,1979,13,3725235,1781504,47.8225937424082,3,13320,"DEN: SD Social Democrats                          ","S           ",21.9,1,1,3,16,20
"26",1979,1979,13,3725235,1781504,47.8225937424082,3,13330,"DEN: CD Centre Democrats                          ","CD          ",6.2,1,1,1,16,80
"27",1979,1979,13,3725235,1781504,47.8225937424082,4,13410,"DEN: RV Radicals                                  ","RV          ",3.3,1,1,0,16,999
"28",1979,1979,13,3725235,1781504,47.8225937424082,4,13420,"DEN: V Liberals                                   ","V           ",14.5,1,1,3,16,40
"29",1979,1979,13,3725235,1781504,47.8225937424082,5,13520,"DEN: KrF Christian Peoples Party                  ","KrF         ",1.8,1,1,0,16,999
"30",1979,1979,13,3725235,1781504,47.8225937424082,6,13620,"DEN: KF Conservatives                             ","KF          ",14,1,1,2,16,80
"31",1979,1979,13,3725235,1781504,47.8225937424082,9,13901,"DEN: Siumut (Greenland)                           ","Siumut      ",777,1,1,1,16,20
"32",1979,1979,13,3725235,1781504,47.8225937424082,9,13951,"DEN: FP Progress Party                            ","FrP         ",5.8,1,1,1,16,90
"33",1979,1979,13,3725235,1781504,47.8225937424082,9,13952,"DEN: RF Justice Party                             ","RF          ",3.4,1,1,0,16,999
"34",1979,1979,13,3725235,1781504,47.8225937424082,9,13954,"DEN: FB Peoples Movement against EC               ","FB          ",20.9,1,1,4,16,120
"35",1984,1979,13,3843947,2013359,52.3773870971686,2,13210,"DEN: VS Left Socialists                           ","VS          ",1.3,1,1,0,16,999
"36",1984,1979,13,3843947,2013359,52.3773870971686,2,13230,"DEN: SF Socialist Peoples Party                   ","SF          ",9.2,1,1,1,16,51
"37",1984,1979,13,3843947,2013359,52.3773870971686,3,13320,"DEN: SD Social Democrats                          ","S           ",19.5,1,1,3,16,20
"38",1984,1979,13,3843947,2013359,52.3773870971686,3,13330,"DEN: CD Centre Democrats                          ","CD          ",6.6,1,1,1,16,11
"39",1984,1979,13,3843947,2013359,52.3773870971686,4,13410,"DEN: RV Radicals                                  ","RV          ",3.1,1,1,0,16,999
"40",1984,1979,13,3843947,2013359,52.3773870971686,4,13420,"DEN: V Liberals                                   ","V           ",12.5,1,1,2,16,40
"41",1984,1979,13,3843947,2013359,52.3773870971686,5,13520,"DEN: KrF Christian Peoples Party                  ","KrF         ",2.7,1,1,0,16,999
"42",1984,1979,13,3843947,2013359,52.3773870971686,6,13620,"DEN: KF Conservatives                             ","KF          ",20.8,1,1,4,16,80
"43",1984,1979,13,3843947,2013359,52.3773870971686,9,13901,"DEN: Siumut (Greenland)                           ","Siumut      ",777,1,1,1,16,20
"44",1984,1979,13,3843947,2013359,52.3773870971686,9,13951,"DEN: FP Progress Party                            ","FrP         ",3.5,1,1,0,16,999
"45",1984,1979,13,3843947,2013359,52.3773870971686,9,13954,"DEN: FB Peoples Movement against EC               ","FB          ",20.8,1,1,4,16,31
"46",1989,1979,13,3923549,1811558,46.17141266746,2,13230,"DEN: SF Socialist Peoples Party                   ","SF          ",9.1,1,1,1,16,53
"47",1989,1979,13,3923549,1811558,46.17141266746,3,13320,"DEN: SD Social Democrats                          ","S           ",23.3,1,1,4,16,20
"48",1989,1979,13,3923549,1811558,46.17141266746,3,13330,"DEN: CD Centre Democrats                          ","CD          ",8,1,1,2,16,11
"49",1989,1979,13,3923549,1811558,46.17141266746,4,13410,"DEN: RV Radicals                                  ","RV          ",2.8,1,1,0,16,999
"50",1989,1979,13,3923549,1811558,46.17141266746,4,13420,"DEN: V Liberals                                   ","V           ",16.6,1,1,3,16,40
"51",1989,1979,13,3923549,1811558,46.17141266746,5,13520,"DEN: KrF Christian Peoples Party                  ","KrF         ",2.7,1,1,0,16,999
"52",1989,1979,13,3923549,1811558,46.17141266746,6,13620,"DEN: KF Conservatives                             ","KF          ",13.3,1,1,2,16,80
"53",1989,1979,13,3923549,1811558,46.17141266746,9,13951,"DEN: FP Progress Party                            ","FrP         ",5.3,1,1,0,16,999
"54",1989,1979,13,3923549,1811558,46.17141266746,9,13954,"DEN: FB Peoples Movement against EC               ","FB          ",18.9,1,1,4,16,31
"55",1994,1979,13,3994200,2113780,52.9212357918983,2,13230,"DEN: SF Socialist Peoples Party                   ","SF          ",8.6,1,1,1,16,32
"56",1994,1979,13,3994200,2113780,52.9212357918983,3,13320,"DEN: SD Social Democrats                          ","S           ",15.8,1,1,3,16,20
"57",1994,1979,13,3994200,2113780,52.9212357918983,3,13330,"DEN: CD Centre Democrats                          ","CD          ",0.9,1,1,0,16,999
"58",1994,1979,13,3994200,2113780,52.9212357918983,4,13410,"DEN: RV Radicals                                  ","RV          ",8.5,1,1,1,16,40
"59",1994,1979,13,3994200,2113780,52.9212357918983,4,13420,"DEN: V Liberals                                   ","V           ",19,1,1,4,16,40
"60",1994,1979,13,3994200,2113780,52.9212357918983,5,13520,"DEN: KrF Christian Peoples Party                  ","KrF         ",1.1,1,1,0,16,999
"61",1994,1979,13,3994200,2113780,52.9212357918983,6,13620,"DEN: KF Conservatives                             ","KF          ",17.7,1,1,3,16,11
"62",1994,1979,13,3994200,2113780,52.9212357918983,9,13951,"DEN: FP Progress Party                            ","FrP         ",2.9,1,1,0,16,999
"63",1994,1979,13,3994200,2113780,52.9212357918983,9,13954,"DEN: FB Peoples Movement against EC               ","FB          ",10.3,1,1,2,16,71
"64",1994,1979,13,3994200,2113780,52.9212357918983,9,13955,"DEN: JB June-movement against EC                  ","JB          ",15.2,1,1,2,16,71
"65",1999,1979,13,4009594,2023306,50.4616178096835,2,13230,"DEN: SF Socialist Peoples Party                   ","SF          ",7.1,1,1,1,16,50
"66",1999,1979,13,4009594,2023306,50.4616178096835,3,13320,"DEN: SD Social Democrats                          ","S           ",16.5,1,1,3,16,20
"67",1999,1979,13,4009594,2023306,50.4616178096835,3,13330,"DEN: CD Centre Democrats                          ","CD          ",3.5,1,1,0,16,999
"68",1999,1979,13,4009594,2023306,50.4616178096835,4,13410,"DEN: RV Radicals                                  ","RV          ",9.1,1,1,1,16,40
"69",1999,1979,13,4009594,2023306,50.4616178096835,4,13420,"DEN: V Liberals                                   ","V           ",23.4,1,1,5,16,40
"70",1999,1979,13,4009594,2023306,50.4616178096835,5,13520,"DEN: KrF Christian Peoples Party                  ","KrF         ",2,1,1,0,16,999
"71",1999,1979,13,4009594,2023306,50.4616178096835,6,13620,"DEN: KF Conservatives                             ","KF          ",8.5,1,1,1,16,10
"72",1999,1979,13,4009594,2023306,50.4616178096835,7,13710,"DEN: DF Danish Peoples Party                      ","DF          ",5.8,1,1,1,16,70
"73",1999,1979,13,4009594,2023306,50.4616178096835,9,13951,"DEN: FP Progress Party                            ","FrP         ",0.7,1,1,0,16,999
"74",1999,1979,13,4009594,2023306,50.4616178096835,9,13954,"DEN: FB Peoples Movement against EC               ","FB          ",7.3,1,1,1,16,60
"75",1999,1979,13,4009594,2023306,50.4616178096835,9,13955,"DEN: JB June-movement against EC                  ","JB          ",16.1,1,1,3,16,60
"76",2004,1979,13,4012663,1921541,47.8869269609733,2,13230,"DEN: SF Socialist Peoples Party                   ","SF          ",7.9,1,1,1,14,30
"77",2004,1979,13,4012663,1921541,47.8869269609733,3,13320,"DEN: SD Social Democrats                          ","S           ",32.6,1,1,5,14,20
"78",2004,1979,13,4012663,1921541,47.8869269609733,4,13410,"DEN: RV Radicals                                  ","RV          ",6.4,1,1,1,14,41
"79",2004,1979,13,4012663,1921541,47.8869269609733,4,13420,"DEN: V Liberals                                   ","V           ",19.4,1,1,3,14,41
"80",2004,1979,13,4012663,1921541,47.8869269609733,5,13530,"DEN: Kristendemokraterne                          ","KD          ",1.3,1,1,0,14,999
"81",2004,1979,13,4012663,1921541,47.8869269609733,6,13620,"DEN: KF Conservatives                             ","KF          ",11.3,1,1,1,14,10
"82",2004,1979,13,4012663,1921541,47.8869269609733,7,13710,"DEN: DF Danish Peoples Party                      ","DF          ",6.8,1,1,1,14,70
"83",2004,1979,13,4012663,1921541,47.8869269609733,95,13954,"DEN: FB Peoples Movement against EC               ","FB          ",5.2,1,1,1,14,50
"84",2004,1979,13,4012663,1921541,47.8869269609733,95,13955,"DEN: JB June-movement against EC                  ","JB          ",9.1,1,1,1,14,60
"85",1996,1995,14,4108703,2366504,57.5973488470693,99,14000,"EKA/PFF                                           ","EKA/PFF     ",0.1,1,3,0,16,999
"86",1996,1995,14,4108703,2366504,57.5973488470693,99,14000,"LKP/LFP                                           ","LKP/LFP     ",0.4,1,3,0,16,999
"87",1996,1995,14,4108703,2366504,57.5973488470693,99,14000,"LLP/NLP                                           ","LLP/NLP     ",0.1,1,3,0,16,999
"88",1996,1995,14,4108703,2366504,57.5973488470693,99,14000,"NUORS/UNGF                                        ","NUORS/UNGF  ",3,1,3,0,16,999
"89",1996,1995,14,4108703,2366504,57.5973488470693,99,14000,"PS/SAF                                            ","PS/SAF      ",0.7,1,3,0,16,999
"90",1996,1995,14,4108703,2366504,57.5973488470693,99,14000,"SEP/FPP                                           ","SEP/FPP     ",0.3,1,3,0,16,999
"91",1996,1995,14,4108703,2366504,57.5973488470693,99,14000,"VEU/ALT                                           ","VEU/ALT     ",2.1,1,3,0,16,999
"92",1996,1995,14,4108703,2366504,57.5973488470693,99,14000,"VSL/FFF                                           ","VSL/FFF     ",0.6,1,3,0,16,999
"93",1996,1995,14,4108703,2366504,57.5973488470693,1,14110,"FIN: VL Greens                                    ","VIHR        ",7.6,1,3,1,16,32
"94",1996,1995,14,4108703,2366504,57.5973488470693,2,14223,"FIN: VL Left Wing Alliance                        ","VAS         ",10.5,1,3,2,16,50
"95",1996,1995,14,4108703,2366504,57.5973488470693,3,14320,"FIN: SSDP Social Democrats                        ","SDP         ",21.5,1,3,4,16,20
"96",1996,1995,14,4108703,2366504,57.5973488470693,5,14520,"FIN: KD (former: SKL) Christian Union             ","KD          ",2.8,1,3,0,16,999
"97",1996,1995,14,4108703,2366504,57.5973488470693,6,14620,"FIN: KK National Coalition                        ","KOK         ",20.2,1,3,4,16,11
"98",1996,1995,14,4108703,2366504,57.5973488470693,8,14810,"FIN: SK Finnish Centre                            ","KESK        ",24.4,1,3,4,16,40
"99",1996,1995,14,4108703,2366504,57.5973488470693,9,14901,"FIN: RKP SFP Swedish Peoples Party                ","SFP         ",5.8,1,3,1,16,40
"100",1999,1995,14,4141098,1248122,30.1398807755817,99,14000,"EKA/PFF                                           ","EKA/PFF     ",0.2,1,3,0,16,999
"101",1999,1995,14,4141098,1248122,30.1398807755817,99,14000,"KIPU/EBP                                          ","KIPU/EBP    ",2.4,1,3,0,16,999
"102",1999,1995,14,4141098,1248122,30.1398807755817,99,14000,"PS/SAF                                            ","PS/SAF      ",0.8,1,3,0,16,999
"103",1999,1995,14,4141098,1248122,30.1398807755817,99,14000,"SKP/FKP                                           ","SKP/FKP     ",0.6,1,3,0,16,999
"104",1999,1995,14,4141098,1248122,30.1398807755817,1,14110,"FIN: VL Greens                                    ","VIHR        ",13.4,1,3,2,16,30
"105",1999,1995,14,4141098,1248122,30.1398807755817,2,14223,"FIN: VL Left Wing Alliance                        ","VAS         ",9.1,1,3,1,16,50
"106",1999,1995,14,4141098,1248122,30.1398807755817,3,14320,"FIN: SSDP Social Democrats                        ","SDP         ",17.9,1,3,3,16,20
"107",1999,1995,14,4141098,1248122,30.1398807755817,5,14520,"FIN: KD (former: SKL) Christian Union             ","KD          ",2.4,1,3,1,16,10
"108",1999,1995,14,4141098,1248122,30.1398807755817,6,14620,"FIN: KK National Coalition                        ","KOK         ",25.3,1,3,4,16,10
"109",1999,1995,14,4141098,1248122,30.1398807755817,8,14810,"FIN: SK Finnish Centre                            ","KESK        ",21.3,1,3,4,16,40
"110",1999,1995,14,4141098,1248122,30.1398807755817,9,14901,"FIN: RKP SFP Swedish Peoples Party                ","SFP         ",6.8,1,3,1,16,40
"111",2004,1995,14,4227987,1666932,39.4261382544459,99,14000,"EKA/PFF                                           ","EKA/PFF     ",0.2,1,3,0,14,999
"112",2004,1995,14,4227987,1666932,39.4261382544459,99,14000,"KA                                                ","KA          ",0.3,1,3,0,14,999
"113",2004,1995,14,4227987,1666932,39.4261382544459,99,14000,"LIB                                               ","LIB         ",0.2,1,3,0,14,999
"114",2004,1995,14,4227987,1666932,39.4261382544459,99,14000,"PS/SAF                                            ","PS/SAF      ",0.5,1,3,0,14,999
"115",2004,1995,14,4227987,1666932,39.4261382544459,99,14000,"SI                                                ","SI          ",0.1,1,3,0,14,999
"116",2004,1995,14,4227987,1666932,39.4261382544459,99,14000,"SKP/FKP                                           ","SKP/FKP     ",0.6,1,3,0,14,999
"117",2004,1995,14,4227987,1666932,39.4261382544459,99,14000,"SKS                                               ","SKS         ",0.2,1,3,0,14,999
"118",2004,1995,14,4227987,1666932,39.4261382544459,1,14110,"FIN: VL Greens                                    ","VIHR        ",10.4,1,3,1,14,30
"119",2004,1995,14,4227987,1666932,39.4261382544459,2,14223,"FIN: VL Left Wing Alliance                        ","VAS         ",9.1,1,3,1,14,50
"120",2004,1995,14,4227987,1666932,39.4261382544459,3,14320,"FIN: SSDP Social Democrats                        ","SDP         ",21.2,1,3,3,14,20
"121",2004,1995,14,4227987,1666932,39.4261382544459,5,14520,"FIN: KD (former: SKL) Christian Union             ","KD          ",4.3,1,3,0,14,999
"122",2004,1995,14,4227987,1666932,39.4261382544459,6,14620,"FIN: KK National Coalition                        ","KOK         ",23.7,1,3,4,14,10
"123",2004,1995,14,4227987,1666932,39.4261382544459,8,14810,"FIN: SK Finnish Centre                            ","KESK        ",23.4,1,3,4,14,41
"124",2004,1995,14,4227987,1666932,39.4261382544459,9,14901,"FIN: RKP SFP Swedish Peoples Party                ","SFP         ",5.7,1,3,1,14,41
"125",1979,1979,21,6800584,6212731,91.3558453215194,99,21000,"AMADA                                             ","AMADA       ",0.7,1,1,0,24,999
"126",1979,1979,21,6800584,6212731,91.3558453215194,99,21000,"E-NON                                             ","E-NON       ",0.4,1,1,0,24,999
"127",1979,1979,21,6800584,6212731,91.3558453215194,99,21000,"KPB                                               ","KPB         ",0.7,1,1,0,24,999
"128",1979,1979,21,6800584,6212731,91.3558453215194,99,21000,"LRT                                               ","LRT         ",0.1,1,1,0,24,999
"129",1979,1979,21,6800584,6212731,91.3558453215194,99,21000,"PCB                                               ","PCB         ",2,1,1,0,24,999
"130",1979,1979,21,6800584,6212731,91.3558453215194,99,21000,"PFU                                               ","PFU         ",0.1,1,1,0,24,999
"131",1979,1979,21,6800584,6212731,91.3558453215194,99,21000,"PLW-PLE                                           ","PLW-PLE     ",0.3,1,1,0,24,999
"132",1979,1979,21,6800584,6212731,91.3558453215194,99,21000,"POE                                               ","POE         ",0.1,1,1,0,24,999
"133",1979,1979,21,6800584,6212731,91.3558453215194,99,21000,"PPB                                               ","PPB         ",0.2,1,1,0,24,999
"134",1979,1979,21,6800584,6212731,91.3558453215194,99,21000,"RAL                                               ","RAL         ",0.2,1,1,0,24,999
"135",1979,1979,21,6800584,6212731,91.3558453215194,99,21000,"TPO                                               ","TPO         ",0.2,1,1,0,24,999
"136",1979,1979,21,6800584,6212731,91.3558453215194,99,21000,"VVP                                               ","VVP         ",0.6,1,1,0,24,999
"137",1979,1979,21,6800584,6212731,91.3558453215194,1,21111,"BEL: Ecolo Francophone Ecologists                 ","Ecolo       ",2,1,1,0,24,999
"138",1979,1979,21,6800584,6212731,91.3558453215194,1,21112,"BEL: Groen!: former Agalev Flemish Greens(until200","AGALEV      ",1.4,1,1,0,24,999
"139",1979,1979,21,6800584,6212731,91.3558453215194,3,21320,"BEL: PSB-BSP Socialists                           ","BSP         ",12.8,1,1,4,24,20
"140",1979,1979,21,6800584,6212731,91.3558453215194,3,21322,"BEL: PS Francophone Socialists                    ","PS          ",10.6,1,1,3,24,20
"141",1979,1979,21,6800584,6212731,91.3558453215194,4,21421,"BEL: VLD: former PVV Flemish Liberals             ","PVV         ",9.4,1,1,2,24,40
"142",1979,1979,21,6800584,6212731,91.3558453215194,4,21422,"BEL: PRL Francophone Liberals                     ","PRL         ",6.9,1,1,2,24,40
"143",1979,1979,21,6800584,6212731,91.3558453215194,5,21521,"BEL: CD&V: former CVP Flemish Christian Peoples Pa","CVP         ",29.5,1,1,7,24,11
"144",1979,1979,21,6800584,6212731,91.3558453215194,5,21522,"BEL: PSC Francophone Christian Social Party       ","PSC         ",8.2,1,1,3,24,11
"145",1979,1979,21,6800584,6212731,91.3558453215194,9,21913,"BEL: NVA: former VU Flemish Peoples Union (until20","VU          ",6,1,1,1,24,120
"146",1979,1979,21,6800584,6212731,91.3558453215194,9,21925,"BEL: FDF-RW                                       ","FDF-RW      ",7.6,1,1,2,24,888
"147",1984,1979,21,6957855,6424168,92.3297194322101,99,21000,"KPB                                               ","KPB         ",0.5,1,1,0,24,999
"148",1984,1979,21,6957855,6424168,92.3297194322101,99,21000,"PCB                                               ","PCB         ",1.1,1,1,0,24,999
"149",1984,1979,21,6957855,6424168,92.3297194322101,99,21000,"POS-LRT                                           ","POS-LRT     ",0.2,1,1,0,24,999
"150",1984,1979,21,6957855,6424168,92.3297194322101,99,21000,"PTB                                               ","PTB         ",0.2,1,1,0,24,999
"151",1984,1979,21,6957855,6424168,92.3297194322101,99,21000,"PVDA                                              ","PVDA        ",0.5,1,1,0,24,999
"152",1984,1979,21,6957855,6424168,92.3297194322101,99,21000,"PWE                                               ","PWE         ",0.9,1,1,0,24,999
"153",1984,1979,21,6957855,6424168,92.3297194322101,99,21000,"SAP-RAL                                           ","SAP-RAL     ",0.3,1,1,0,24,999
"154",1984,1979,21,6957855,6424168,92.3297194322101,1,21111,"BEL: Ecolo Francophone Ecologists                 ","Ecolo       ",3.9,1,1,1,24,31
"155",1984,1979,21,6957855,6424168,92.3297194322101,1,21112,"BEL: Groen!: former Agalev Flemish Greens(until200","AGALEV      ",4.3,1,1,1,24,32
"156",1984,1979,21,6957855,6424168,92.3297194322101,3,21321,"BEL: SP Flemish Socialists                        ","SP          ",17.1,1,1,4,24,777
"157",1984,1979,21,6957855,6424168,92.3297194322101,3,21322,"BEL: PS Francophone Socialists                    ","PS          ",13.3,1,1,5,24,777
"158",1984,1979,21,6957855,6424168,92.3297194322101,4,21421,"BEL: VLD: former PVV Flemish Liberals             ","PVV         ",8.6,1,1,2,24,777
"159",1984,1979,21,6957855,6424168,92.3297194322101,4,21422,"BEL: PRL Francophone Liberals                     ","PRL         ",9.5,1,1,3,24,40
"160",1984,1979,21,6957855,6424168,92.3297194322101,5,21521,"BEL: CD&V: former CVP Flemish Christian Peoples Pa","CVP         ",19.8,1,1,4,24,11
"161",1984,1979,21,6957855,6424168,92.3297194322101,5,21522,"BEL: PSC Francophone Christian Social Party       ","PSC         ",7.6,1,1,2,24,11
"162",1984,1979,21,6957855,6424168,92.3297194322101,9,21912,"BEL: FDF French-Speaking Front                    ","FDF         ",2.5,1,1,0,24,999
"163",1984,1979,21,6957855,6424168,92.3297194322101,9,21913,"BEL: NVA: former VU Flemish Peoples Union (until20","VU          ",8.5,1,1,2,24,31
"164",1984,1979,21,6957855,6424168,92.3297194322101,9,21914,"BEL: VB Flemish Bloc                              ","VB          ",1.3,1,1,0,24,999
"165",1989,1979,21,7096273,6438738,90.7340797063473,99,21000,"LETD                                              ","LETD        ",0.1,1,1,0,24,999
"166",1989,1979,21,7096273,6438738,90.7340797063473,99,21000,"PH-HP                                             ","PH-HP       ",0.1,1,1,0,24,999
"167",1989,1979,21,7096273,6438738,90.7340797063473,99,21000,"POS                                               ","POS         ",0.2,1,1,0,24,999
"168",1989,1979,21,7096273,6438738,90.7340797063473,99,21000,"PTB                                               ","PTB         ",0.2,1,1,0,24,999
"169",1989,1979,21,7096273,6438738,90.7340797063473,99,21000,"PVDA                                              ","PVDA        ",0.4,1,1,0,24,999
"170",1989,1979,21,7096273,6438738,90.7340797063473,99,21000,"Regebo                                            ","Regebo      ",0.5,1,1,0,24,999
"171",1989,1979,21,7096273,6438738,90.7340797063473,1,21111,"BEL: Ecolo Francophone Ecologists                 ","Ecolo       ",6.3,1,1,2,24,32
"172",1989,1979,21,7096273,6438738,90.7340797063473,1,21112,"BEL: Groen!: former Agalev Flemish Greens(until200","AGALEV      ",7.6,1,1,1,24,32
"173",1989,1979,21,7096273,6438738,90.7340797063473,3,21321,"BEL: SP Flemish Socialists                        ","SP          ",12.4,1,1,3,24,20
"174",1989,1979,21,7096273,6438738,90.7340797063473,3,21322,"BEL: PS Francophone Socialists                    ","PS          ",14.5,1,1,5,24,20
"175",1989,1979,21,7096273,6438738,90.7340797063473,4,21421,"BEL: VLD: former PVV Flemish Liberals             ","PVV         ",10.6,1,1,2,24,40
"176",1989,1979,21,7096273,6438738,90.7340797063473,4,21422,"BEL: PRL Francophone Liberals                     ","PRL         ",7.2,1,1,2,24,40
"177",1989,1979,21,7096273,6438738,90.7340797063473,5,21521,"BEL: CD&V: former CVP Flemish Christian Peoples Pa","CVP         ",21.1,1,1,5,24,11
"178",1989,1979,21,7096273,6438738,90.7340797063473,5,21522,"BEL: PSC Francophone Christian Social Party       ","PSC         ",8.1,1,1,2,24,11
"179",1989,1979,21,7096273,6438738,90.7340797063473,9,21912,"BEL: FDF French-Speaking Front                    ","FDF         ",1.5,1,1,0,24,999
"180",1989,1979,21,7096273,6438738,90.7340797063473,9,21913,"BEL: NVA: former VU Flemish Peoples Union (until20","VU          ",5.4,1,1,1,24,31
"181",1989,1979,21,7096273,6438738,90.7340797063473,9,21914,"BEL: VB Flemish Bloc                              ","VB          ",4.1,1,1,1,24,100
"182",1994,1979,21,7211311,6537968,90.6626825552247,99,21000,"AGIR                                              ","AGIR        ",0.7,1,1,0,25,999
"183",1994,1979,21,7211311,6537968,90.6626825552247,99,21000,"B.E.B.                                            ","B.E.B.      ",0.4,1,1,0,25,999
"184",1994,1979,21,7211311,6537968,90.6626825552247,99,21000,"G.U.                                              ","G.U.        ",0.6,1,1,0,25,999
"185",1994,1979,21,7211311,6537968,90.6626825552247,99,21000,"LETD                                              ","LETD        ",0.2,1,1,0,25,999
"186",1994,1979,21,7211311,6537968,90.6626825552247,99,21000,"N.W.P.                                            ","N.W.P.      ",0.3,1,1,0,25,999
"187",1994,1979,21,7211311,6537968,90.6626825552247,99,21000,"PDB                                               ","PDB         ",0.1,1,1,0,25,999
"188",1994,1979,21,7211311,6537968,90.6626825552247,99,21000,"PFF                                               ","PFF         ",0.1,1,1,0,25,999
"189",1994,1979,21,7211311,6537968,90.6626825552247,99,21000,"PH-HP                                             ","PH-HP       ",0.1,1,1,0,25,999
"190",1994,1979,21,7211311,6537968,90.6626825552247,99,21000,"PVDA                                              ","PVDA        ",0.7,1,1,0,25,999
"191",1994,1979,21,7211311,6537968,90.6626825552247,99,21000,"PVDA/PTB                                          ","PVDA/PTB    ",0.3,1,1,0,25,999
"192",1994,1979,21,7211311,6537968,90.6626825552247,99,21000,"R.G.B.                                            ","R.G.B.      ",0.3,1,1,0,25,999
"193",1994,1979,21,7211311,6537968,90.6626825552247,99,21000,"SP.                                               ","SP.         ",0.1,1,1,0,25,999
"194",1994,1979,21,7211311,6537968,90.6626825552247,99,21000,"SUD                                               ","SUD         ",0.2,1,1,0,25,999
"195",1994,1979,21,7211311,6537968,90.6626825552247,99,21000,"W.O.W.                                            ","W.O.W.      ",2.1,1,1,0,25,999
"196",1994,1979,21,7211311,6537968,90.6626825552247,1,21111,"BEL: Ecolo Francophone Ecologists                 ","Ecolo       ",4.9,1,1,1,25,32
"197",1994,1979,21,7211311,6537968,90.6626825552247,1,21112,"BEL: Groen!: former Agalev Flemish Greens(until200","AGALEV      ",6.6,1,1,1,25,32
"198",1994,1979,21,7211311,6537968,90.6626825552247,3,21321,"BEL: SP Flemish Socialists                        ","SP          ",10.9,1,1,3,25,20
"199",1994,1979,21,7211311,6537968,90.6626825552247,3,21322,"BEL: PS Francophone Socialists                    ","PS          ",11.4,1,1,3,25,20
"200",1994,1979,21,7211311,6537968,90.6626825552247,4,21421,"BEL: VLD: former PVV Flemish Liberals             ","PVV         ",11.4,1,1,3,25,40
"201",1994,1979,21,7211311,6537968,90.6626825552247,4,21426,"BEL: FDF-PRL                                      ","PRL-FDF     ",9.1,1,1,3,25,40
"202",1994,1979,21,7211311,6537968,90.6626825552247,5,21521,"BEL: CD&V: former CVP Flemish Christian Peoples Pa","CVP         ",17,1,1,4,25,11
